seed,diversity,u_prop,m,strat,gen,weight_sum,n_entro,gini,imb_ratio,prop_sim
655,0.998046875,0.2,5,p_weights,ba,9090,0.8901326988687256,0.5980841316118284,3.8333333333333335,0.5609977324263039
655,0.0,0.2,6,p_weights,ba,5577,0.7598849196871066,0.4964598084131612,8.0,0.9018243661100804
655,0.5,0.2,6,p_weights,ba,5230,0.7265632038414552,0.5031236984589754,15.000000000000002,0.9046072974644404
655,0.75,0.2,6,p_weights,ba,4959,0.6114888820182824,0.4189920866305706,35.00000000000001,0.9058441558441559
655,0.875,0.2,6,p_weights,ba,6231,0.6805725229561552,0.4897959183673469,30.000000000000004,0.9499072356215214
655,0.9375,0.2,6,p_weights,ba,6623,0.6154883479468024,0.4831320283215327,1.45,0.755643166357452
655,0.96875,0.2,6,p_weights,ba,7131,0.8266303462125731,0.56143273635985,6.500000000000001,0.7430426716141003
655,0.984375,0.2,6,p_weights,ba,7151,0.7987161765210847,0.5522698875468555,8.333333333333334,0.5961657390228818
655,0.9921875,0.2,6,p_weights,ba,9174,0.7442939471117122,0.5214493960849645,14.0,0.5064935064935064
655,0.99609375,0.2,6,p_weights,ba,8269,0.8316145468598881,0.5664306538942108,6.250000000000001,0.5355596784168213
655,0.998046875,0.2,6,p_weights,ba,9066,0.8918622884746461,0.5997501041232819,3.666666666666667,0.5646258503401361
655,0.0,0.2,8,p_weights,ba,4528,0.5606736244508914,0.4248229904206581,2.2666666666666666,0.9702380952380952
655,0.5,0.2,8,p_weights,ba,3482,0.4605892125609515,0.3248646397334444,3.9,0.9579081632653061
655,0.75,0.2,8,p_weights,ba,7079,0.6582371962818963,0.4664723032069971,32.0,0.8061224489795918
655,0.875,0.2,8,p_weights,ba,4473,0.8011430026924763,0.5547688463140358,8.0,0.9056122448979592
655,0.9375,0.2,8,p_weights,ba,4333,0.6869770142277468,0.46314035818409,16.5,0.7040816326530612
655,0.96875,0.2,8,p_weights,ba,5867,0.819953343366561,0.5547688463140358,6.75,0.7687074829931972
655,0.984375,0.2,8,p_weights,ba,6424,0.8814468835960824,0.5897542690545606,4.166666666666667,0.7168367346938775
655,0.9921875,0.2,8,p_weights,ba,7198,0.9309775913812278,0.6214077467721782,2.75,0.7925170068027211
655,0.99609375,0.2,8,p_weights,ba,5459,0.9482252114234364,0.6322365680966264,2.333333333333333,0.7636054421768708
655,0.998046875,0.2,8,p_weights,ba,7068,0.914100892018565,0.6122448979591836,3.0,0.6071428571428571
655,0.0,0.2,8,p_weights,ba,3461,0.6444808047304881,0.4523115368596418,33.0,0.9328231292517006
655,0.5,0.2,8,p_weights,ba,5005,0.7987161765210847,0.5522698875468555,8.333333333333334,0.7440476190476191
655,0.75,0.2,8,p_weights,ba,5276,0.9132159711781526,0.6114119117034569,3.1428571428571432,0.9277210884353742
655,0.875,0.2,8,p_weights,ba,5164,0.7889623284109847,0.5422740524781341,9.0,0.8503401360544218
655,0.9375,0.2,8,p_weights,ba,4538,0.8631309591809789,0.5830903790087464,4.8,0.8664965986394557
655,0.96875,0.2,8,p_weights,ba,5820,0.9309775913812278,0.6214077467721782,2.75,0.8460884353741497
655,0.984375,0.2,8,p_weights,ba,6735,0.906112313311393,0.6047480216576426,3.428571428571429,0.7712585034013606
655,0.9921875,0.2,8,p_weights,ba,7960,0.9625196080005625,0.641399416909621,2.0,0.7406462585034014
655,0.99609375,0.2,8,p_weights,ba,5642,0.9132159711781526,0.6114119117034569,3.1428571428571432,0.6717687074829932
655,0.998046875,0.2,8,p_weights,ba,10374,0.8316145468598881,0.5664306538942108,6.250000000000001,0.3715986394557824
655,0.0,0.2,9,p_weights,ba,4419,0.758620690735449,0.5364431486880467,12.500000000000002,0.9475692716110835
655,0.5,0.2,9,p_weights,ba,4430,0.7756280566534681,0.5114535610162432,7.750000000000001,0.9071953984845971
655,0.75,0.2,9,p_weights,ba,4646,0.6869770142277468,0.46314035818409,16.5,0.8672639787622366
655,0.875,0.2,9,p_weights,ba,4026,0.7265632038414552,0.5031236984589754,15.000000000000002,0.8261158121785299
655,0.9375,0.2,9,p_weights,ba,4206,0.7889623284109847,0.5422740524781341,9.0,0.8987887838062053
655,0.96875,0.2,9,p_weights,ba,4565,0.9309775913812278,0.6214077467721782,2.75,0.8198108511697362
655,0.984375,0.2,9,p_weights,ba,6554,0.8814468835960824,0.5897542690545606,4.166666666666667,0.6491344505281788
655,0.9921875,0.2,9,p_weights,ba,5846,0.906112313311393,0.6047480216576426,3.428571428571429,0.7925999668159946
655,0.99609375,0.2,9,p_weights,ba,6540,0.8918622884746461,0.5997501041232819,3.666666666666667,0.5754659587412201
655,0.998046875,0.2,9,p_weights,ba,7515,0.8656684691272171,0.5855893377759266,4.6000000000000005,0.5620817432664124
655,0.0,0.2,10,p_weights,ba,4089,0.5875876357678075,0.4531445231153686,1.8823529411764706,0.8761224489795918
655,0.5,0.2,10,p_weights,ba,3758,0.6805725229561552,0.4897959183673469,30.000000000000004,0.9455102040816327
655,0.75,0.2,10,p_weights,ba,3737,0.7725358553642151,0.5256143273635985,9.666666666666666,0.9088775510204082
655,0.875,0.2,10,p_weights,ba,5263,0.8316145468598881,0.5664306538942108,6.250000000000001,0.8854081632653061
655,0.9375,0.2,10,p_weights,ba,3684,0.7442939471117122,0.5214493960849645,14.0,0.8178571428571428
655,0.96875,0.2,10,p_weights,ba,4323,0.8901326988687256,0.5980841316118284,3.8333333333333335,0.7237755102040817
655,0.984375,0.2,10,p_weights,ba,4236,0.9701060054404156,0.6455643481882549,1.909090909090909,0.7310204081632653
655,0.9921875,0.2,10,p_weights,ba,5876,0.9606122526173353,0.6397334443981675,2.0999999999999996,0.7018367346938774
655,0.99609375,0.2,10,p_weights,ba,5978,0.8901326988687256,0.5980841316118284,3.8333333333333335,0.5787755102040816
655,0.998046875,0.2,10,p_weights,ba,8027,0.8901326988687256,0.5980841316118284,3.8333333333333335,0.3837755102040816
115,0.0,0.2,1,p_weights,ba,24494,0.7017503813352962,0.51228654727197,27.0,1.0
115,0.5,0.2,1,p_weights,ba,23199,0.8814468835960824,0.5897542690545606,4.166666666666667,1.0
115,0.75,0.2,1,p_weights,ba,22264,0.6302825291519593,0.4081632653061224,18.000000000000004,1.0
115,0.875,0.2,1,p_weights,ba,25303,0.7265632038414552,0.5031236984589754,15.000000000000002,1.0
115,0.9375,0.2,1,p_weights,ba,24577,0.6582371962818963,0.4664723032069971,32.0,1.0
115,0.96875,0.2,1,p_weights,ba,23693,0.2573600195294081,0.14993752603082044,11.250000000000002,1.0
115,0.984375,0.2,1,p_weights,ba,27283,0.7506809663971351,0.5281132861307788,13.5,1.0
115,0.9921875,0.2,1,p_weights,ba,21621,0.7151485327986883,0.4914618908788005,15.500000000000002,1.0
115,0.99609375,0.2,1,p_weights,ba,23755,0.8349262938716921,0.5697625989171178,6.0,1.0
115,0.998046875,0.2,1,p_weights,ba,22734,0.4847316001154329,0.34818825489379424,3.4545454545454546,1.0
115,0.0,0.2,2,p_weights,ba,15839,0.6289220687878014,0.436484798000833,34.0,0.9783163265306123
115,0.5,0.2,2,p_weights,ba,13118,0.8279159778482201,0.5397750937109538,5.0,0.6972789115646258
115,0.75,0.2,2,p_weights,ba,13648,0.7491640618792451,0.5022907122032486,10.333333333333334,0.820578231292517
115,0.875,0.2,2,p_weights,ba,14769,0.6444808047304881,0.4523115368596418,33.0,0.9919217687074829
115,0.9375,0.2,2,p_weights,ba,14464,0.914100892018565,0.6122448979591836,3.0,0.8779761904761905
115,0.96875,0.2,2,p_weights,ba,16382,0.836578882977518,0.5714285714285714,5.750000000000001,0.877125850340136
115,0.984375,0.2,2,p_weights,ba,14384,0.7265632038414552,0.5031236984589754,15.000000000000002,0.7453231292517006
115,0.9921875,0.2,2,p_weights,ba,15615,0.4847316001154329,0.34818825489379424,3.4545454545454546,0.8010204081632653
115,0.99609375,0.2,2,p_weights,ba,18466,0.7598849196871066,0.4964598084131612,8.0,0.8477891156462585
115,0.998046875,0.2,2,p_weights,ba,20130,0.9625196080005625,0.641399416909621,2.0,0.8210034013605442
115,0.0,0.2,3,p_weights,ba,10526,0.8349262938716921,0.5697625989171178,6.0,0.8164712693588074
115,0.5,0.2,3,p_weights,ba,12460,0.5469807630173039,0.3565181174510621,38.0,0.9606310609350123
115,0.75,0.2,3,p_weights,ba,11620,0.7001080882275023,0.4548104956268222,11.333333333333334,0.9484730062237661
115,0.875,0.2,3,p_weights,ba,12284,0.8549962226346998,0.5647646813827571,4.666666666666666,0.8746562454769142
115,0.9375,0.2,3,p_weights,ba,9009,0.906112313311393,0.6047480216576426,3.428571428571429,0.9119988420900276
115,0.96875,0.2,3,p_weights,ba,12309,0.7946611788051435,0.5481049562682215,8.666666666666668,0.9122883195831524
115,0.984375,0.2,3,p_weights,ba,11892,0.7017503813352962,0.51228654727197,27.0,0.7970762773194383
115,0.9921875,0.2,3,p_weights,ba,13059,0.8866659859911136,0.5947521865889213,4.0,0.8685772181212911
115,0.99609375,0.2,3,p_weights,ba,13324,0.9327917151530141,0.6230737192836318,2.625,0.7383123462150818
115,0.998046875,0.2,3,p_weights,ba,13093,0.9625196080005625,0.641399416909621,2.0,0.766681140541323
115,0.0,0.2,4,p_weights,ba,9786,0.7889623284109847,0.5422740524781341,9.0,0.9385536823425022
115,0.5,0.2,4,p_weights,ba,8628,0.7087347531332553,0.519783423573511,24.0,0.80301685891748
115,0.75,0.2,4,p_weights,ba,7826,0.801400966315617,0.5364431486880467,7.250000000000001,0.9771517302573203
115,0.875,0.2,4,p_weights,ba,7600,0.7725358553642151,0.5256143273635985,9.666666666666666,0.8271960958296363
115,0.9375,0.2,4,p_weights,ba,8906,0.6805725229561552,0.4897959183673469,30.000000000000004,0.9718278615794145
115,0.96875,0.2,4,p_weights,ba,8198,0.836578882977518,0.5714285714285714,5.750000000000001,0.8192102928127774
115,0.984375,0.2,4,p_weights,ba,9176,0.7017503813352962,0.51228654727197,27.0,0.6998669032830523
115,0.9921875,0.2,4,p_weights,ba,11789,0.8529276561386329,0.573094543940025,5.2,0.5938331854480923
115,0.99609375,0.2,4,p_weights,ba,10940,0.7056351079576688,0.5164514785506039,26.000000000000004,0.5612244897959184
115,0.998046875,0.2,4,p_weights,ba,11109,0.7079605160676895,0.5189504373177842,25.000000000000004,0.6508429458740017
115,0.0,0.2,5,p_weights,ba,7008,0.5749930206936643,0.43981674302374013,2.0625,0.9686167800453516
115,0.5,0.2,5,p_weights,ba,6650,0.7362651945955309,0.5131195335276968,14.500000000000002,0.9838548752834467
115,0.75,0.2,5,p_weights,ba,6056,0.5985082913992997,0.46480633069554356,1.7222222222222223,0.8297505668934241
115,0.875,0.2,5,p_weights,ba,7676,0.7725358553642151,0.5256143273635985,9.666666666666666,0.9658956916099773
115,0.9375,0.2,5,p_weights,ba,6958,0.7019727454790686,0.47813411078717205,16.0,0.9628117913832199
115,0.96875,0.2,5,p_weights,ba,6964,0.906112313311393,0.6047480216576426,3.428571428571429,0.8298412698412698
115,0.984375,0.2,5,p_weights,ba,7699,0.6805725229561552,0.4897959183673469,30.000000000000004,0.731156462585034
115,0.9921875,0.2,5,p_weights,ba,7033,0.9606122526173353,0.6397334443981675,2.0999999999999996,0.8585034013605443
115,0.99609375,0.2,5,p_weights,ba,9864,0.9625196080005625,0.641399416909621,2.0,0.7340589569160998
115,0.998046875,0.2,5,p_weights,ba,10480,0.758620690735449,0.5364431486880467,12.500000000000002,0.669297052154195
115,0.0,0.2,6,p_weights,ba,6383,0.8917724050197071,0.5914202415660141,3.714285714285715,0.7666975881261595
115,0.5,0.2,6,p_weights,ba,5853,0.5445684476282007,0.40816326530612246,2.5,0.9810606060606062
115,0.75,0.2,6,p_weights,ba,6426,0.6582371962818963,0.4664723032069971,32.0,0.9590290661719234
115,0.875,0.2,6,p_weights,ba,6160,0.914100892018565,0.6122448979591836,3.0,0.9567099567099566
115,0.9375,0.2,6,p_weights,ba,5302,0.7265632038414552,0.5031236984589754,15.000000000000002,0.8608534322820038
115,0.96875,0.2,6,p_weights,ba,7766,0.858890009237801,0.5789254477301125,5.0,0.8385899814471243
115,0.984375,0.2,6,p_weights,ba,8528,0.9309775913812278,0.6214077467721782,2.75,0.7464440321583179
115,0.9921875,0.2,6,p_weights,ba,6739,0.7056351079576688,0.5164514785506039,26.000000000000004,0.568800247371676
115,0.99609375,0.2,6,p_weights,ba,6859,0.9482252114234364,0.6322365680966264,2.333333333333333,0.6829004329004329
115,0.998046875,0.2,6,p_weights,ba,8256,0.9828592743293273,0.6547271970012495,1.5833333333333333,0.6995980210265925
115,0.0,0.2,8,p_weights,ba,5151,0.8115556228359726,0.546438983756768,7.0,0.8333333333333334
115,0.5,0.2,8,p_weights,ba,3928,0.6512267220241684,0.4281549354435652,17.500000000000004,0.8826530612244898
115,0.75,0.2,8,p_weights,ba,4221,0.758620690735449,0.5364431486880467,12.500000000000002,0.8460884353741498
115,0.875,0.2,8,p_weights,ba,4928,0.6869770142277468,0.46314035818409,16.5,0.9064625850340136
115,0.9375,0.2,8,p_weights,ba,5513,0.801400966315617,0.5364431486880467,7.250000000000001,0.7372448979591837
115,0.96875,0.2,8,p_weights,ba,6237,0.8316145468598881,0.5664306538942108,6.250000000000001,0.6692176870748299
115,0.984375,0.2,8,p_weights,ba,5489,0.8665131378927252,0.5864223240316534,4.3999999999999995,0.6598639455782314
115,0.9921875,0.2,8,p_weights,ba,8343,0.8901326988687256,0.5980841316118284,3.8333333333333335,0.6292517006802721
115,0.99609375,0.2,8,p_weights,ba,8077,0.8349262938716921,0.5697625989171178,6.0,0.42602040816326525
115,0.998046875,0.2,8,p_weights,ba,7334,0.836578882977518,0.5714285714285714,5.750000000000001,0.5875850340136055
115,0.0,0.2,8,p_weights,ba,5811,0.6289220687878014,0.436484798000833,34.0,0.9234693877551021
115,0.5,0.2,8,p_weights,ba,5130,0.5749930206936643,0.43981674302374013,2.0625,0.8558673469387754
115,0.75,0.2,8,p_weights,ba,4563,0.858890009237801,0.5789254477301125,5.0,0.8477891156462585
115,0.875,0.2,8,p_weights,ba,5035,0.8998606621230498,0.5989171178675552,3.5714285714285716,0.8605442176870748
115,0.9375,0.2,8,p_weights,ba,4381,0.7362651945955309,0.5131195335276968,14.500000000000002,0.9336734693877551
115,0.96875,0.2,8,p_weights,ba,4853,0.8244105957602371,0.5456059975010412,5.8,0.7134353741496597
115,0.984375,0.2,8,p_weights,ba,5696,0.8266303462125731,0.56143273635985,6.500000000000001,0.5612244897959184
115,0.9921875,0.2,8,p_weights,ba,6818,0.8901326988687256,0.5980841316118284,3.8333333333333335,0.5994897959183674
115,0.99609375,0.2,8,p_weights,ba,6888,0.9482252114234364,0.6322365680966264,2.333333333333333,0.6428571428571429
115,0.998046875,0.2,8,p_weights,ba,5504,0.8918622884746461,0.5997501041232819,3.666666666666667,0.6479591836734694
115,0.0,0.2,9,p_weights,ba,5032,0.6289220687878014,0.436484798000833,34.0,0.950998285493059
115,0.5,0.2,9,p_weights,ba,4455,0.8814468835960824,0.5897542690545606,4.166666666666667,0.8960234500304187
115,0.75,0.2,9,p_weights,ba,3160,0.6114888820182824,0.4189920866305706,35.00000000000001,0.9734527957524473
115,0.875,0.2,9,p_weights,ba,3598,0.8901326988687256,0.5980841316118284,3.8333333333333335,0.9035451579005586
115,0.9375,0.2,9,p_weights,ba,5065,0.7725358553642151,0.5256143273635985,9.666666666666666,0.8991206238592998
115,0.96875,0.2,9,p_weights,ba,4751,0.8011430026924763,0.5547688463140358,8.0,0.7383994248105745
115,0.984375,0.2,9,p_weights,ba,5409,0.858890009237801,0.5789254477301125,5.0,0.7141751009346828
115,0.9921875,0.2,9,p_weights,ba,5847,0.8901326988687256,0.5980841316118284,3.8333333333333335,0.4320004424534042
115,0.99609375,0.2,9,p_weights,ba,6687,0.8656684691272171,0.5855893377759266,4.6000000000000005,0.5241413638626183
115,0.998046875,0.2,9,p_weights,ba,5982,0.8665131378927252,0.5864223240316534,4.3999999999999995,0.5808860129417621
115,0.0,0.2,10,p_weights,ba,3766,0.6289220687878014,0.436484798000833,34.0,0.9314285714285714
115,0.5,0.2,10,p_weights,ba,3446,0.7151485327986883,0.4914618908788005,15.500000000000002,0.9453061224489796
115,0.75,0.2,10,p_weights,ba,4696,0.7491640618792451,0.5022907122032486,10.333333333333334,0.8553061224489797
115,0.875,0.2,10,p_weights,ba,2976,0.5606736244508914,0.4248229904206581,2.2666666666666666,0.8127551020408164
115,0.9375,0.2,10,p_weights,ba,4491,0.8631309591809789,0.5830903790087464,4.8,0.8195918367346939
115,0.96875,0.2,10,p_weights,ba,3951,0.836578882977518,0.5714285714285714,5.750000000000001,0.7087755102040816
115,0.984375,0.2,10,p_weights,ba,5408,0.8866659859911136,0.5947521865889213,4.0,0.6645918367346939
115,0.9921875,0.2,10,p_weights,ba,5536,0.9105571786408584,0.6089129529362765,3.285714285714286,0.5587755102040818
115,0.99609375,0.2,10,p_weights,ba,5647,0.9132159711781526,0.6114119117034569,3.1428571428571432,0.7779591836734694
115,0.998046875,0.2,10,p_weights,ba,4327,0.9740240620688081,0.6488962932111619,1.7272727272727273,0.7160204081632653
26,0.0,0.2,1,p_weights,ba,23214,0.7017503813352962,0.51228654727197,27.0,1.0
26,0.5,0.2,1,p_weights,ba,22913,0.7617405093992768,0.5147855060391504,10.0,1.0
26,0.75,0.2,1,p_weights,ba,27307,0.6962925649812469,0.5064556434818825,28.0,1.0
26,0.875,0.2,1,p_weights,ba,18343,0.8631309591809789,0.5830903790087464,4.8,1.0
26,0.9375,0.2,1,p_weights,ba,25710,0.5066939915924144,0.3698458975426906,3.083333333333333,1.0
26,0.96875,0.2,1,p_weights,ba,22752,0.6805725229561552,0.4897959183673469,30.000000000000004,1.0
26,0.984375,0.2,1,p_weights,ba,24962,0.492429838261478,0.3065389421074552,40.00000000000001,1.0
26,0.9921875,0.2,1,p_weights,ba,23711,0.6114888820182824,0.4189920866305706,35.00000000000001,1.0
26,0.99609375,0.2,1,p_weights,ba,23138,0.7347489348597117,0.4881299458558934,10.666666666666666,1.0
26,0.998046875,0.2,1,p_weights,ba,25419,0.29996397142039627,0.1832569762598917,8.799999999999999,1.0
26,0.0,0.2,2,p_weights,ba,15918,0.8316145468598881,0.5664306538942108,6.250000000000001,0.9825680272108844
26,0.5,0.2,2,p_weights,ba,17529,0.8452181044993086,0.565597667638484,5.3999999999999995,0.9124149659863946
26,0.75,0.2,2,p_weights,ba,15276,0.6512267220241684,0.4281549354435652,17.500000000000004,0.9808673469387755
26,0.875,0.2,2,p_weights,ba,13689,0.7019727454790686,0.47813411078717205,16.0,0.9502551020408162
26,0.9375,0.2,2,p_weights,ba,15415,0.7442939471117122,0.5214493960849645,14.0,0.8511904761904762
26,0.96875,0.2,2,p_weights,ba,16414,0.5875876357678075,0.4531445231153686,1.8823529411764706,0.8477891156462585
26,0.984375,0.2,2,p_weights,ba,15145,0.7725358553642151,0.5256143273635985,9.666666666666666,0.8086734693877551
26,0.9921875,0.2,2,p_weights,ba,13422,0.630740186219961,0.4997917534360683,1.0416666666666667,0.8545918367346939
26,0.99609375,0.2,2,p_weights,ba,15337,0.9482252114234364,0.6322365680966264,2.333333333333333,0.8201530612244897
26,0.998046875,0.2,2,p_weights,ba,14468,0.836578882977518,0.5714285714285714,5.750000000000001,0.8971088435374149
26,0.0,0.2,3,p_weights,ba,10504,0.5066939915924144,0.3698458975426906,3.083333333333333,0.9649732233318861
26,0.5,0.2,3,p_weights,ba,9865,0.37330396038588726,0.24489795918367352,6.0,0.9878419452887539
26,0.75,0.2,3,p_weights,ba,9924,0.5920945117338666,0.3998334027488546,36.00000000000001,0.9916051526993777
26,0.875,0.2,3,p_weights,ba,11120,0.7987161765210847,0.5522698875468555,8.333333333333334,0.9493414387031408
26,0.9375,0.2,3,p_weights,ba,12847,0.8866659859911136,0.5947521865889213,4.0,0.8543928209581705
26,0.96875,0.2,3,p_weights,ba,11007,0.836578882977518,0.5714285714285714,5.750000000000001,0.8057606021131857
26,0.984375,0.2,3,p_weights,ba,10732,0.8656684691272171,0.5855893377759266,4.6000000000000005,0.9033145172962803
26,0.9921875,0.2,3,p_weights,ba,13454,0.5875876357678075,0.4531445231153686,1.8823529411764706,0.7174699667100882
26,0.99609375,0.2,3,p_weights,ba,11257,0.9730459096169547,0.6480633069554352,1.8181818181818181,0.8205239542625561
26,0.998046875,0.2,3,p_weights,ba,13564,0.7056351079576688,0.5164514785506039,26.000000000000004,0.5151251990157766
26,0.0,0.2,4,p_weights,ba,8724,0.5066939915924144,0.3698458975426906,3.083333333333333,0.9408828748890861
26,0.5,0.2,4,p_weights,ba,10077,0.5066939915924144,0.3698458975426906,3.083333333333333,0.9667258207630878
26,0.75,0.2,4,p_weights,ba,8878,0.4847316001154329,0.34818825489379424,3.4545454545454546,0.9912377994676131
26,0.875,0.2,4,p_weights,ba,6911,0.7347489348597117,0.4881299458558934,10.666666666666666,0.8169920141969831
26,0.9375,0.2,4,p_weights,ba,11360,0.7265632038414552,0.5031236984589754,15.000000000000002,0.9418811002661935
26,0.96875,0.2,4,p_weights,ba,8076,0.6962925649812469,0.5064556434818825,28.0,0.7298136645962732
26,0.984375,0.2,4,p_weights,ba,7524,0.9407634414173373,0.6255726780508122,2.5555555555555554,0.784826974267968
26,0.9921875,0.2,4,p_weights,ba,10465,0.7017503813352962,0.51228654727197,27.0,0.6455190771960958
26,0.99609375,0.2,4,p_weights,ba,13599,0.6702512071242509,0.4789670970428988,31.000000000000004,0.5370452528837623
26,0.998046875,0.2,4,p_weights,ba,9445,0.8665131378927252,0.5864223240316534,4.3999999999999995,0.7349157054125999
26,0.0,0.2,5,p_weights,ba,5802,0.6320473402804752,0.39233652644731365,12.333333333333332,0.9219954648526077
26,0.5,0.2,5,p_weights,ba,6680,0.7151485327986883,0.4914618908788005,15.500000000000002,0.9319727891156464
26,0.75,0.2,5,p_weights,ba,8293,0.6512267220241684,0.4281549354435652,17.500000000000004,0.9530158730158731
26,0.875,0.2,5,p_weights,ba,7026,0.5469807630173039,0.3565181174510621,38.0,0.8710204081632653
26,0.9375,0.2,5,p_weights,ba,6654,0.7894438438734138,0.5247813411078717,7.500000000000001,0.8822675736961452
